"page_id","urlslug","ID","ALIGN","SEX","ALIVE","APPEARANCES","FIRST.APPEARANCE","comic","PHYSICAL"
5424,"\/wiki\/Rot_Lop_Fan_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",5,"1987","DC"," , "
753403,"\/Zola_Iron_Man_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",1,"","MV","Black Eyes , No Hair"
282224,"\/wiki\/Marie_Logan_(New_Earth)","Public Identity","Good Characters","Female Characters","Deceased Characters",9,"1967, June","DC"," , Brown Hair"
635667,"\/Insignia_(Earth-616)","Secret Identity","Good Characters","Male Characters","Deceased Characters",1,"Jun-12","marvl","Blue Eyes , "
389607,"\/Asmodeus_(Enclave)_(Earth-616)","","Bad Characters","","Living Characters",1,"Dec-79","Marvel Comics"," , "
34179,"\/Max_Rocker_(Earth-616)","Public Identity","","Male Characters","Living Characters",8,"Dec-84","marvl"," , Brown Hair"
509415,"\/Greithoth_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",3,"Aug-11","Marvel","Orange Eyes , Bald"
484150,"\/Carson_Bells_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",1,"Jan-43","marvelcomics"," , Black Hair"
184675,"\/wiki\/Dolmen_(New_Earth)","","Bad Characters","Male Characters","Living Characters",2,"1999, August","DC Comics","Brown Eyes , Brown Hair"
555944,"\/Maggie_Langella_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Living Characters",2,"Mar-93","marvl"," , "
483447,"\/King_Ra_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",3,"Dec-42","Marvel Comics"," , White Hair"
566633,"\/Number_Ninety-Six_(Earth-616)","Secret Identity","Neutral Characters","Female Characters","Deceased Characters",3,"Feb-10","marvl","Blue Eyes , Blond Hair"
490036,"\/Moonface_(Earth-616)","","Bad Characters","Male Characters","Deceased Characters",1,"Aug-43","Marvel"," , Blond Hair"
26827,"\/Sara_Wolfe_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",63,"Dec-79","Marvel"," , Black Hair"
557884,"\/Pascal_Tyler_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",1,"Dec-92","Marvel Comics"," , Black Hair"
10138,"\/Aleksey_Lebedev_(Earth-616)","Secret Identity","Good Characters","Male Characters","Deceased Characters",4,"Jun-91","marvel","Blue Eyes , Brown Hair"
705652,"\/Jack_Gowan_(Earth-616)","No Dual Identity","Bad Characters","Male Characters","Deceased Characters",2,"Jan-11","marvelcomics"," , "
424098,"\/Erbium_(Element)_(Earth-616)","","Bad Characters","","Living Characters",1,"Sep-97","marvelcomics"," , No Hair"
46768,"\/Redblade_(Earth-616)","","Bad Characters","Male Characters","Living Characters",1,"Feb-90","marvel"," , Black Hair"
454920,"\/Birdbeast_(Earth-616)","No Dual Identity","Bad Characters","","Living Characters",1,"Mar-90","Marvel"," , No Hair"
430920,"\/Nestor_(Earth-616)","Public Identity","","Male Characters","Living Characters",1,"Dec-84","Marvel Comics"," , No Hair"
231144,"\/wiki\/Razorburn_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",11,"2008, January","DC comics"," , Blue Hair"
19642,"\/Perry_Webb_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Living Characters",5,"","marvl","Brown Eyes , Black Hair"
162863,"\/wiki\/John_Dandy_(New_Earth)","","Good Characters","Male Characters","Living Characters",3,"1992, January","dc comics"," , "
425480,"\/Barbaric_(Earth-616)","","Bad Characters","Male Characters","Living Characters",1,"Feb-81","Marvel"," , "
193622,"\/wiki\/3g4_(New_Earth)","","Good Characters","Male Characters","Deceased Characters",1,"1997, October","DC"," , "
42725,"\/wiki\/Kaylark_(New_Earth)","Secret Identity","Good Characters","Female Characters","Living Characters",5,"1983, July","dc comics","Brown Eyes , Black Hair"
32573,"\/Madame_Reneau_(Earth-616)","Public Identity","Bad Characters","Female Characters","Living Characters",4,"Nov-90","Marvel Comics"," , Black Hair"
559484,"\/Crooked_Knife_(Earth-616)","Public Identity","Bad Characters","Male Characters","Deceased Characters",1,"Nov-50","Marvel"," , Black Hair"
81851,"\/wiki\/Nu%27bia_(New_Earth)","Public Identity","Good Characters","Female Characters","Living Characters",NA,"1999, September","DC comics","Brown Eyes , Black Hair"
743227,"\/Cepul_(Earth-616)","No Dual Identity","Bad Characters","Male Characters","Living Characters",2,"","MV","White Eyes , No Hair"
31566,"\/Alexander_Aaron_(Earth-616)","Secret Identity","Good Characters","Male Characters","Deceased Characters",46,"Mar-06","marvelcomics","Blue Eyes , Blond Hair"
566831,"\/Adai_(Earth-616)","No Dual Identity","Neutral Characters","Female Characters","Living Characters",1,"Jun-06","Marvel Comics","Brown Eyes , Black Hair"
519101,"\/Ben_Crandal_(Earth-616)","No Dual Identity","Neutral Characters","Male Characters","Living Characters",3,"Oct-71","marvl"," , Brown Hair"
140133,"\/wiki\/Tes_Ak-Var_(New_Earth)","Public Identity","Neutral Characters","Female Characters","Deceased Characters",2,"2009, August","DC"," , Red Hair"
16721,"\/Opal_Tanaka_(Earth-616)","No Dual Identity","","Female Characters","Living Characters",26,"Feb-90","MV","Blue Eyes , Black Hair"
27571,"\/Nobilus_(Earth-616)","Secret Identity","Neutral Characters","Male Characters","Living Characters",14,"Sep-90","marvelcomics","Blue Eyes , Black Hair"
228627,"\/wiki\/Horgan_(New_Earth)","","Good Characters","Male Characters","Living Characters",8,"1975, December","dc comics"," , Grey Hair"
454399,"\/Rhanla_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",7,"Oct-00","MV"," , Pink Hair"
430264,"\/Menelaus_(Earth-616)","","","Male Characters","Living Characters",2,"Nov-79","MV"," , Black Hair"
16030,"\/wiki\/Skanda_(New_Earth)","","Neutral Characters","Male Characters","Living Characters",3,"1999, October","DC","Brown Eyes , Black Hair"
705751,"\/Paulo_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",3,"Apr-86","marvl"," , "
1897,"\/wiki\/Tora_Olafsdotter_(New_Earth)","Public Identity","Good Characters","Female Characters","Living Characters",225,"1988, April","DC comics","Blue Eyes , White Hair"
5351,"\/Charles_Little_Sky_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",31,"Jun-89","marvel","Brown Eyes , Black Hair"
518421,"\/Logan_(NYPD)_(Earth-616)","","","Male Characters","Living Characters",1,"Aug-66","marvel"," , "
72556,"\/Ruth_Cassady_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",1,"Jul-88","marvel"," , Black Hair"
165918,"\/wiki\/Achilles_Warkiller_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",17,"2009, May","dc comics","Blue Eyes , Blond Hair"
462270,"\/Harpy_(Earth-616)","","Bad Characters","Female Characters","Living Characters",1,"Dec-85","Marvel"," , Yellow Hair"
249017,"\/wiki\/Mentor_the_Magnificent_(Earth-Four)","","Bad Characters","Male Characters","Living Characters",1,"1965, August","DC"," , "
146034,"\/wiki\/Amanda_Beckett_(New_Earth)","","Bad Characters","Female Characters","Living Characters",7,"2009, October","DC comics","Yellow Eyes , Black Hair"
456564,"\/Grigory_(Rasputin)_(Earth-616)","Secret Identity","Neutral Characters","Male Characters","Living Characters",1,"Nov-05","MV"," , Black Hair"
203434,"\/wiki\/Ohiyesa_II_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",1,"1997","DC Comics"," , Black Hair"
273287,"\/wiki\/Wayne_Tarrant_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",24,"1984, June","DC Comics","Blue Eyes , Black Hair"
116630,"\/wiki\/Martin_Allard_(New_Earth)","","","Male Characters","Living Characters",24,"1987, March","DC Comics","Brown Eyes , Brown Hair"
392301,"\/Atalis_(Earth-616)","","","Male Characters","Living Characters",3,"Sep-73","Marvel","Brown Eyes , Bald"
297064,"\/Bornag_Royale_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",8,"Jul-66","Marvel Comics"," , White Hair"
12005,"\/wiki\/Thaddeus_Thawne_II_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",30,"1999, July","DC","Yellow Eyes , Blond Hair"
43057,"\/wiki\/Zaneth_(New_Earth)","","Good Characters","Male Characters","Deceased Characters",2,"2007, September","DC"," , "
177696,"\/wiki\/Theta_(New_Earth)","Secret Identity","Bad Characters","Female Characters","Living Characters",3,"2001, September","dc comics","Brown Eyes , Blond Hair"
579215,"\/Vanna_White_(Earth-616)","No Dual Identity","Bad Characters","Female Characters","Living Characters",1,"Oct-88","Marvel Comics","Green Eyes , Blond Hair"
242689,"\/Caleb_Hammer_(Earth-616)","Public Identity","Good Characters","Male Characters","Deceased Characters",5,"Jun-80","marvelcomics"," , "
503746,"\/The_Mercenary_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",1,"Mar-70","Marvel Comics"," , "
306781,"\/Frederick_Hudson_II_(Earth-616)","","Neutral Characters","Male Characters","Deceased Characters",1,"Apr-09","Marvel"," , "
9967,"\/Eliot_Franklin_(Thunderball)_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",146,"Nov-74","Marvel Comics","Brown Eyes , Black Hair"
26079,"\/Pulse_(Kree_Cyborg)_(Earth-616)","","","","Living Characters",NA,"Oct-96","Marvel Comics"," , "
76418,"\/Willis_Hayworth_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",7,"Dec-91","marvl"," , Black Hair"
509625,"\/Zargus_(Zephyrean)_(Earth-616)","","","Male Characters","Living Characters",1,"Aug-73","marvelcomics"," , White Hair"
622664,"\/S%27pyke_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",NA,"Jan-98","marvl"," , "
33822,"\/Talks-To-Spirits_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",1,"Apr-90","MV"," , White Hair"
293107,"\/wiki\/Leander_(New_Earth)","Public Identity","Good Characters","Male Characters","",6,"1997, January","DC Comics"," , Blue Hair"
2330,"\/Marshall_Stone_III_(Earth-616)","Secret Identity","Neutral Characters","Male Characters","Living Characters",50,"Mar-93","marvl","Black Eyes , Black Hair"
557953,"\/Krunch_(Earth-616)","Secret Identity","","Female Characters","Living Characters",NA,"Jan-94","MV"," , Black Hair"
130967,"\/wiki\/Justin_Quinn_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",8,"2002, December","DC"," , "
406580,"\/Karima_(Earth-616)","Secret Identity","Neutral Characters","Female Characters","Living Characters",3,"Dec-94","marvl","Black Eyes , Black Hair"
16270,"\/Bloody_Bess_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Living Characters",3,"Sep-00","marvel"," , White Hair"
240581,"\/Ororo_Munroe_(Doppelganger)_(Earth-616)","","Bad Characters","Female Characters","Living Characters",1,"Sep-92","marvel"," , "
118752,"\/wiki\/Fred_(New_Earth)","","Good Characters","Male Characters","Living Characters",6,"1989, April","DC Comics"," , "
554097,"\/Kevin_Leary_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",2,"May-93","marvelcomics"," , Brown Hair"
566215,"\/Lady_Chi_(Earth-616)","","Bad Characters","Female Characters","Living Characters",1,"Sep-05","marvel","Brown Eyes , Black Hair"
506154,"\/Mara_Arliss_(Earth-616)","No Dual Identity","Good Characters","Female Characters","Living Characters",1,"Jan-93","Marvel Comics","Blue Eyes , Black Hair"
16217,"\/Amber_(Mutant)_(Earth-616)","No Dual Identity","Neutral Characters","Female Characters","Living Characters",4,"Oct-02","Marvel","Red Eyes , No Hair"
693091,"\/Infernok_(Earth-616)","","Bad Characters","","Living Characters",1,"","Marvel Comics"," , "
189302,"\/wiki\/Marionette_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",1,"1982, January","DC comics"," , "
18401,"\/Advisor_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",9,"Apr-94","marvelcomics","Brown Eyes , Black Hair"
18582,"\/Brian_Xavier_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Deceased Characters",6,"Mar-86","MV"," , Blond Hair"
752158,"\/Prince_Philip_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Living Characters",2,"Jun-77","marvel"," , Brown Hair"
172060,"\/wiki\/Azure_(New_Earth)","Secret Identity","Bad Characters","Female Characters","Living Characters",6,"1989, July","DC Comics","Blue Eyes , Black Hair"
726262,"\/Allegra_Bazin_(Earth-616)","","","","Living Characters",16,"Aug-91","marvl"," , "
392300,"\/Atali_(Frost_Giant)_(Earth-616)","","","Female Characters","Living Characters",1,"May-71","marvelcomics"," , "
752008,"\/Patsy_Dragonsworth_(Earth-616)","No Dual Identity","","Female Characters","Deceased Characters",2,"Nov-76","marvel"," , Black Hair"
280733,"\/Jacob_Pace_(Earth-616)","Secret Identity","","Male Characters","Deceased Characters",1,"Apr-05","marvl"," , Black Hair"
41991,"\/Jason_Dean_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",3,"Aug-77","marvelcomics"," , "
413793,"\/Beatrice_de_la_Salle_(Earth-616)","","","Female Characters","Living Characters",3,"Sep-97","marvelcomics"," , "
437789,"\/Deborah_Green_(Earth-616)","","Good Characters","Female Characters","Living Characters",11,"Apr-08","marvel","Blue Eyes , Black Hair"
519099,"\/Operative_12_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",1,"Oct-71","marvl"," , "
129040,"\/wiki\/Hans_Metis_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",1,"1981, June","DC comics"," , "
477859,"\/Zephra_(Hyborian)_(Earth-616)","","","Female Characters","Living Characters",3,"May-71","Marvel","Blue Eyes , Brown Hair"
498904,"\/Tommy_Reichert_(Earth-616)","","","Male Characters","Deceased Characters",1,"Aug-04","Marvel Comics"," , Blond Hair"
100812,"\/Ms._America_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",3,"Jan-08","MV"," , Blond Hair"
316405,"\/wiki\/Kathryn_McAllister_(New_Earth)","Public Identity","Good Characters","Female Characters","Living Characters",7,"1997, February","DC"," , Red Hair"
292558,"\/wiki\/Rocky_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",5,"2009, November","DC comics","White Eyes , "
269388,"\/wiki\/Sharon_Scott_(New_Earth)","Public Identity","Good Characters","Female Characters","Living Characters",27,"1984, June","DC"," , Blond Hair"
315548,"\/Saurespritze_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",3,"Sep-91","Marvel Comics"," , "
725347,"\/Sandorr_(Earth-616)","Public Identity","","Male Characters","Living Characters",1,"Mar-02","Marvel Comics","Yellow Eyes , "
736368,"\/Tito_Falcon_(Earth-616)","Public Identity","Bad Characters","Male Characters","Deceased Characters",1,"Feb-10","Marvel Comics","Black Eyes , Black Hair"
68536,"\/wiki\/Elias_Orr_(New_Earth)","Public Identity","Bad Characters","Male Characters","Living Characters",15,"2004, July","DC","Blue Eyes , Blond Hair"
21584,"\/Thane_Ector_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",7,"Jul-91","MV"," , Brown Hair"
683593,"\/Paul_Anselm_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",11,"","marvel","Blue Eyes , Brown Hair"
16342,"\/wiki\/Dionysus_(New_Earth)","Public Identity","Neutral Characters","Male Characters","Living Characters",13,"1941, December","DC comics"," , "
534514,"\/Canyon_Pete_(Earth-616)","Public Identity","Bad Characters","Male Characters","Deceased Characters",1,"Jun-48","marvel"," , Black Hair"
388940,"\/wiki\/Dean_Mayland_(New_Earth)","","Bad Characters","Male Characters","Living Characters",8,"2006, September","DC Comics"," , Black Hair"
66279,"\/Scarum_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",2,"Oct-99","marvelcomics"," , "
2561,"\/Angelo_Espinosa_(Earth-616)","Secret Identity","Good Characters","Male Characters","Deceased Characters",108,"Oct-94","Marvel Comics","Brown Eyes , Black Hair"
16973,"\/Singer_(Earth-616)","Secret Identity","Neutral Characters","Female Characters","Living Characters",3,"Jan-95","Marvel"," , "
1671,"\/wiki\/Neron_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",73,"1995, November","DC","White Eyes , Blond Hair"
